danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.631,0.564,11,-6.703,1,0.224,0.0291,0,0.103,0.793,200.184,RnB
0.717,0.654,5,-5.127,0,0.0795,0.0686,0,0.329,0.682,115.049,RnB
0.459,0.663,1,-2.275,1,0.0321,0.41,0,0.114,0.5,135.907,RnB
0.771,0.676,4,-6.018,0,0.223,0.285,4.49E-06,0.546,0.804,119.997,RnB
0.611,0.498,0,-9.488,1,0.0691,0.445,0,0.858,0.401,139.944,RnB
0.663,0.703,6,-6.972,0,0.193,0.18,0,0.184,0.545,170.1,RnB
0.579,0.814,5,-3.11,0,0.148,0.163,0,0.0712,0.455,196.042,RnB
0.648,0.767,8,-5.052,1,0.0608,0.0219,0,0.19,0.796,141.906,RnB
0.578,0.714,11,-3.551,0,0.0349,0.0846,0,0.139,0.145,146.014,RnB
0.398,0.709,4,-4.602,0,0.211,0.334,0,0.142,0.714,156.178,RnB
0.839,0.706,5,-6.119,0,0.231,0.19,0,0.205,0.857,193.34,RnB
0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,210.036,RnB
0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71E-06,0.0689,0.886,158.47,RnB
0.668,0.661,6,-3.908,1,0.0661,0.0501,0,0.168,0.915,154.052,RnB
0.633,0.739,7,-5.376,1,0.186,0.00918,0,0.093,0.319,133.295,RnB
0.845,0.346,0,-9.381,1,0.106,0.0218,0,0.135,0.819,187.978,RnB
0.763,0.629,7,-8.66,0,0.225,0.0891,0,0.169,0.709,142.149,RnB
0.718,0.606,10,-6.633,0,0.116,0.0705,3.78E-06,0.0857,0.45,184.778,RnB
0.816,0.675,6,-8.23,1,0.198,0.0864,0.000143,0.0793,0.615,151.444,RnB
0.784,0.559,2,-4.862,1,0.0846,0.0021,0,0.412,0.698,181.988,RnB
0.888,0.777,6,-6.262,1,0.0505,0.0961,3.14E-05,0.0514,0.876,118.998,RnB
0.725,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,RnB
0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,RnB
0.675,0.678,5,-7.151,0,0.0625,0.202,1.49E-06,0.144,0.474,119.986,RnB
0.646,0.6,9,-6.569,1,0.458,0.231,0,0.0794,0.811,192.082,RnB
0.691,0.875,6,-4.837,0,0.124,0.0428,0,0.144,0.534,111.345,RnB
0.754,0.769,6,-4.658,0,0.354,0.0863,0,0.0534,0.372,194.024,RnB
0.781,0.807,0,-5.574,1,0.261,0.0524,0,0.122,0.605,180.016,RnB
0.901,0.371,9,-5.492,0,0.108,0.0484,0,0.0978,0.752,200.028,RnB
0.621,0.525,5,-7.873,0,0.0391,0.314,0,0.126,0.6,180.144,RnB
0.477,0.706,7,-6.625,1,0.0612,0.0485,0,0.247,0.644,159.762,RnB
0.727,0.649,0,-5.356,1,0.0338,0.661,0,0.111,0.669,129.992,RnB
0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,RnB
0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,188.04,RnB
0.647,0.478,8,-8.837,1,0.0782,0.547,2.69E-05,0.156,0.333,135.877,RnB
0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.217,201.914,RnB
0.743,0.948,0,-4.445,0,0.0893,0.122,0,0.112,0.614,130.024,RnB
0.424,0.624,1,-5.849,1,0.229,0.0525,0,0.108,0.425,170.896,RnB
0.719,0.535,0,-7.379,1,0.037,0.0267,1.17E-05,0.239,0.416,144.959,RnB
0.552,0.759,8,-3.019,1,0.269,0.0685,0,0.0425,0.676,192.004,RnB
0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,RnB
0.701,0.601,11,-7.678,0,0.153,0.197,0,0.0649,0.564,166.866,RnB
0.658,0.621,1,-5.725,1,0.231,0.0667,2.46E-06,0.142,0.817,182.534,RnB
0.891,0.704,4,-4.128,0,0.283,0.231,0.00553,0.119,0.896,188.238,RnB
0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,177.994,RnB
0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,RnB
0.637,0.73,5,-5.38,0,0.0874,0.323,0,0.0981,0.732,187.734,RnB
0.59,0.747,10,-4.856,0,0.232,0.0053,0.00E+00,0.274,0.189,184.462,RnB
0.727,0.831,7,-8.699,1,0.126,0.0288,0.00038,0.145,0.579,195.2,RnB
0.407,0.795,4,-7.819,0,0.389,0.0313,0.00778,0.141,0.49,175.638,RnB
0.44,0.517,0,-7.355,1,0.363,0.428,0,0.173,0.475,147.762,RnB
0.59,0.776,10,-5.464,0,0.318,0.0163,0,0.0819,0.712,163.74,RnB
0.769,0.747,1,-3.788,1,0.224,0.017,0,0.338,0.301,181.994,RnB
0.703,0.725,0,-5.778,0,0.137,0.242,0,0.0822,0.403,131.936,RnB
0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,RnB
0.763,0.756,8,-3.926,1,0.0685,0.00595,0.000247,0.173,0.38,184.008,RnB
0.802,0.447,2,-6.048,1,0.0405,2.37E-01,0,0.277,0.342,125.213,RnB
0.68,0.672,0,-6.199,1,0.0814,0.0202,0,0.224,0.495,149.994,RnB
0.778,0.867,10,-4.652,0,0.0787,0.159,0,0.382,0.554,112.6,RnB
0.796,0.615,2,-5.053,0,0.0712,0.0183,0,0.0463,0.733,203.956,RnB
0.769,0.707,11,-4.21,1,0.145,0.0437,0,0.095,0.482,198.156,RnB
0.812,0.874,6,-6.015,0,0.0905,0.109,2.48E-05,0.214,0.47,120.025,RnB
0.742,0.515,0,-6.265,1,0.0405,0.081,0,0.194,0.587,120.086,RnB
0.566,0.749,6,-3.506,0,0.287,0.0194,0,0.0485,0.459,170.228,RnB
0.728,0.54,6,-8.954,1,0.052,0.432,0.0119,0.145,0.59,164.012,RnB
0.854,0.692,7,-6.625,1,0.0479,0.0668,0,0.247,0.753,203.73,RnB
0.38,0.559,10,-9.881,1,0.044,0.0611,2.64E-06,0.123,0.437,187.762,RnB
0.598,0.652,5,-4.944,1,0.0421,0.163,0,0.145,0.24,130.049,RnB
0.552,0.639,1,-7.985,0,0.287,0.0422,0,0.351,0.425,180.115,RnB
0.671,0.552,8,-5.447,0,0.157,0.537,0,0.151,0.431,184.158,RnB
0.65,0.868,5,-3.988,1,0.084,0.000836,1.61E-05,0.245,0.71,175.922,RnB
0.435,0.753,0,-6.065,1,0.202,0.491,3.46E-06,0.0855,0.34,158.624,RnB
0.716,0.668,2,-5.136,1,0.083,0.279,0,0.337,0.744,141.006,RnB
0.8,0.496,7,-7.135,1,0.0506,0.000298,0,0.0697,0.357,128.29,RnB
0.387,0.64,11,-5.817,0,0.081,0.107,0,0.319,0.617,119.978,RnB
0.81,0.755,0,-6.408,1,0.201,2.88E-01,0,0.0857,0.623,130.99,RnB
0.779,0.614,0,-3.839,1,0.271,0.0759,0.000257,0.113,0.611,173.904,RnB
0.736,0.566,9,-5.122,1,0.047,0.432,0,0.338,0.412,123.242,RnB
0.563,0.823,8,-7.119,1,0.054,0.0566,0,0.042,0.593,166.061,RnB
0.8,0.776,11,-3.869,0,0.104,0.146,0,0.218,0.919,114.999,RnB
0.553,0.472,8,-12.819,1,0.501,0.0117,0,0.398,0.652,146.841,RnB
0.691,0.921,8,-1.702,0,0.0535,0.174,0.00E+00,0.331,0.802,130.072,RnB
0.859,0.654,9,-6.326,1,0.258,0.57,0.0147,0.498,0.897,188.008,RnB
0.572,0.572,6,-8.324,1,0.3,2.54E-01,0,0.191,0.61,189.794,RnB
0.771,0.728,8,-5.39,1,0.128,0.184,0,0.139,0.809,131.109,RnB
0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,RnB
0.75,0.458,1,-9.092,1,0.0803,0.226,3.25E-05,0.137,0.536,167.22,RnB
0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,188.04,RnB
0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,173.536,RnB
0.674,0.61,1,-6.568,0,0.112,0.71,0.000391,0.105,0.478,184.028,RnB
0.702,0.768,0,-9.994,0,0.366,0.0461,0,0.144,0.0981,153.988,RnB
0.643,0.648,1,-9.384,1,0.043,0.00196,0.885,0.0807,0.58,120.029,RnB
0.446,0.339,7,-11.993,1,0.0495,0.871,3.49E-06,0.201,0.579,156.146,RnB
0.661,0.679,4,-5.397,0,0.0414,0.471,1.30E-05,0.106,0.577,152.158,RnB
0.778,0.572,1,-8.712,1,0.165,0.0275,0.0064,0.154,0.526,114.996,RnB
0.745,0.562,5,-5.802,0,0.0341,0.148,0.000141,0.124,0.622,169.986,RnB
0.67,0.752,0,-6.49,0,0.0872,0.0153,0.000199,0.211,0.601,149.921,RnB
0.665,0.686,2,-9.263,1,0.0407,0.173,3.39E-06,0.146,0.633,108.007,RnB
0.709,0.501,3,-10.006,1,0.234,0.634,1.30E-06,0.0995,0.38,192.004,RnB
0.667,0.604,11,-8.021,0,0.216,0.447,0,0.312,0.646,121.981,RnB
0.674,0.485,10,-12.443,1,0.32,0.00717,0,0.106,0.527,170.53,RnB
0.83,0.417,8,-7.559,1,0.0423,0.178,0,0.0858,0.559,115.985,RnB
0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,167.996,RnB
0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57E-05,0.0304,0.806,200.01,RnB
0.665,0.696,0,-5.763,1,0.0521,0.337,0,0.106,0.711,180.232,RnB
0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849,RnB
0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,199.98,RnB
0.73,0.552,2,-8.177,0,0.146,0.18,6.14E-05,0.224,0.613,168.091,RnB
0.672,0.62,8,-4.865,1,0.0422,0.123,0,0.362,0.627,156.01,RnB
0.575,0.684,1,-6.007,1,0.325,0.299,0,0.614,0.926,172.155,RnB
0.731,0.701,2,-5.942,0,0.132,0.0788,0,0.186,0.645,146.558,RnB
0.769,0.646,1,-6.653,1,0.199,0.0566,0,0.406,0.433,180.158,RnB
0.7,0.394,5,-14.429,1,0.0878,0.732,0.00E+00,0.0742,0.48,134.04,RnB
0.674,0.712,1,-5.835,0,0.405,0.434,0,0.0968,0.641,180.378,RnB
0.716,0.312,10,-14.67,0,0.112,0.479,0,0.0903,0.326,194,RnB
0.609,0.5,1,-8.819,0,0.391,0.0963,0,0.132,0.223,155.563,RnB
0.616,0.743,2,-4.81,0,0.0621,0.25,0,0.446,0.625,136.895,RnB
0.648,0.408,9,-11.431,0,0.0583,0.151,0.00183,0.0567,0.224,121.067,RnB
0.705,0.473,9,-10.663,0,0.0869,0.347,0.0774,0.116,0.283,199.912,RnB
0.541,0.363,9,-8.682,1,0.0376,0.38,0,0.123,0.27,179.697,RnB
0.352,0.354,7,-11.896,0,0.0569,0.356,7.65E-06,0.0999,0.224,164.334,RnB
0.687,0.404,9,-9.481,0,0.0812,0.377,0,0.0813,0.448,150.018,RnB
0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,RnB
0.725,0.487,8,-5.959,0,0.0368,0.26,1.09E-05,0.431,0.599,136.086,RnB
0.838,0.705,5,-6.131,0,0.29,0.195,0,0.336,0.837,193.286,RnB
0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,164.662,RnB
0.785,0.479,7,-4.956,0,0.044,0.083,0,0.0937,0.364,151.778,RnB
0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,RnB
0.672,0.449,1,-8.957,0,0.0878,0.0727,1.22E-06,0.119,0.188,185.836,RnB
0.638,0.522,7,-10.046,1,0.0682,0.00732,3.64E-06,0.136,0.441,169.783,RnB
0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,RnB
0.657,0.55,9,-6.406,1,0.0475,0.301,0,0.0786,0.42,160.006,RnB
0.727,0.649,0,-5.356,1,0.0338,0.661,0,0.111,0.669,129.992,RnB
0.684,0.458,5,-8.25,1,0.0303,0.209,0,0.273,0.502,195.92,RnB
0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.464,125.802,RnB
0.778,0.549,1,-6.144,1,0.0473,0.0549,0,0.0724,0.802,133.041,RnB
0.71,0.797,4,-3.005,0,0.0718,0.409,0,0.155,0.845,189.988,RnB
0.583,0.799,6,-8.24,1,0.14,0.00923,0,0.295,0.768,185.964,RnB
0.847,0.402,7,-9.952,1,0.0641,0.0118,0,0.283,0.752,199.386,RnB
0.78,0.493,2,-6.516,1,0.124,0.181,0,0.108,0.82,134.086,RnB
0.808,0.57,0,-7.054,0,0.0823,0.197,0,0.108,0.491,200.064,RnB
0.517,0.798,2,-4.759,1,0.0431,5.11E-01,0,0.489,0.673,197.022,RnB
0.612,0.437,7,-8.133,0,0.0374,0.232,0,0.0769,0.132,113.076,RnB
0.72,0.889,2,-7.063,1,0.0924,0.0573,0.00041,0.0969,0.866,188.022,RnB
0.348,0.372,10,-9.121,1,0.0352,0.978,0.181,0.122,0.125,194.108,RnB
0.707,0.631,1,-11.064,0,0.288,0.312,0,0.189,0.848,189.666,RnB
0.685,0.423,5,-8.565,0,0.0593,0.319,0,0.146,0.484,113.509,RnB
0.699,0.534,10,-9.291,0,0.0559,0.0301,6.70E-06,0.111,0.54,172.068,RnB
0.808,0.562,0,-8.868,1,0.0763,0.0973,0.000327,0.0704,0.594,203.97,RnB
0.701,0.533,5,-5.946,0,0.0542,0.0406,0,0.139,0.272,119.99,RnB
0.609,0.445,7,-9.129,1,0.106,0.603,6.77E-06,0.104,0.166,118.393,RnB
0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,RnB
0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,RnB
0.602,0.545,1,-8.097,1,0.0497,0.0023,0,0.11,0.0791,113.791,RnB
0.637,0.73,5,-5.38,0,0.0874,0.323,0,0.0981,0.732,187.734,RnB
0.715,0.766,8,-3.373,1,0.0322,0.0144,0,0.0536,0.597,124.994,RnB
0.694,0.329,8,-8.705,1,0.0622,0.118,0,0.116,0.233,125.136,RnB
0.66,0.548,6,-7.127,1,0.215,0.364,0,0.108,0.436,173.894,RnB
0.387,0.64,11,-5.817,0,0.081,0.107,0,0.319,0.617,119.978,RnB
0.637,0.521,4,-6.959,1,0.109,0.155,0,0.0945,0.562,167.792,RnB
0.593,0.651,9,-6.904,0,0.135,0.0169,0,0.141,0.323,173.07,RnB
0.696,0.643,0,-5.218,1,0.0447,0.000153,1.03E-05,0.156,0.332,146.005,RnB
0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.221,0.199,130.127,RnB
0.673,0.819,11,-4.272,1,0.0435,0.0325,0.000113,0.138,0.491,120.016,RnB
0.67,0.447,1,-7.417,1,0.171,0.342,0,0.12,0.665,120.066,RnB
0.817,0.596,1,-6.426,0,0.065,0.235,0,0.389,0.809,130.102,RnB
0.701,0.908,0,-5.67,1,0.0713,0.0617,1.35E-06,0.108,0.236,134.019,RnB
0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,164.162,RnB
0.443,0.651,2,-6.311,1,0.315,0.303,0,0.24,0.574,146.17,RnB
0.769,0.797,9,-4.367,1,0.0922,0.0995,5.52E-06,0.149,0.62,213.02,RnB
0.798,0.737,1,-4.701,1,0.0323,0.216,0,0.0717,0.51,117.948,RnB
0.476,0.407,4,-9.239,0,0.0368,0.247,0,0.144,0.226,178.258,RnB
0.714,0.6,6,-8.365,1,0.0876,0.0465,0,0.0646,0.504,164.034,RnB
0.546,0.538,7,-7.886,0,0.0523,0.233,0,0.118,0.58,182.12,RnB
0.309,0.449,7,-9.918,0,0.0382,0.234,2.46E-05,0.124,0.516,162.714,RnB
0.802,0.405,9,-9.072,0,0.0525,0.204,0,0.0834,0.662,130.067,RnB
0.508,0.463,11,-9.109,1,0.379,0.32,0,0.113,0.594,187.99,RnB
0.524,0.496,1,-10.574,1,0.0809,0.181,0,0.0973,0.473,193.404,RnB
0.84,0.398,9,-12.967,1,0.0667,0.34,4.44E-06,0.0985,0.458,139.968,RnB
0.865,0.381,9,-8.593,0,0.0377,0.0958,0.00155,0.117,0.322,124.974,RnB
0.696,0.406,5,-8.086,1,0.173,0.598,0.0125,0.105,0.186,175.94,RnB
0.808,0.565,10,-7.791,0,0.0298,0.419,0.027,0.152,0.292,124.987,RnB
0.622,0.49,8,-5.652,1,0.0566,0.516,0,0.116,0.158,135.931,RnB
0.739,0.694,4,-5.105,0,0.0667,0.0335,0,0.337,0.549,208.032,RnB
0.692,0.692,9,-4.67,0,0.132,0.704,0,0.177,0.685,180.646,RnB
0.6,0.556,1,-7.294,1,0.026,0.624,0.00735,0.0837,0.233,211.914,RnB
0.71,0.477,1,-7.44,1,0.0397,0.167,1.24E-06,0.128,0.143,189.864,RnB
0.746,0.485,11,-7.042,0,0.235,0.0471,0,0.0779,0.776,121.836,RnB
0.709,0.585,6,-7.609,0,0.0469,0.0486,1.07E-06,0.158,0.521,185.966,RnB
0.778,0.384,11,-6.576,0,0.0404,0.296,0,0.161,0.482,119.818,RnB
0.549,0.729,1,-5.062,0,0.0382,0.505,0,0.104,0.548,166.082,RnB
0.625,0.576,11,-5.693,0,0.175,0.0543,4.07E-05,0.187,0.235,179.063,RnB
0.708,0.426,0,-5.847,1,0.0446,0.117,0,0.201,0.472,123.316,RnB
0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,RnB
0.521,0.548,1,-7.425,0,0.072,0.273,0,0.0438,0.756,172.544,RnB
0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,RnB
0.723,0.397,3,-9.115,1,0.0311,0.88,9.12E-05,0.125,0.348,123.987,RnB
0.511,0.537,0,-5.584,1,0.0432,0.241,0,0.1,0.205,166.09,RnB
0.686,0.742,8,-6.981,1,0.0389,0.418,0.00728,0.0871,0.858,132.495,RnB
0.466,0.788,6,-5.377,0,0.0562,0.00946,9.49E-06,0.0964,0.729,165.884,RnB
0.783,0.709,0,-5.989,1,0.03,0.0272,0,0.0681,0.394,119.981,RnB
0.837,0.578,8,-4.696,0,0.0965,0.0772,0,0.0455,0.922,138.043,RnB
0.596,0.829,6,-7.739,0,0.0755,0.017,2.73E-05,0.585,0.693,188.394,RnB
0.668,0.362,1,-11.11,0,0.08,0.143,0,0.247,0.291,113.938,RnB
0.591,0.333,11,-10.918,1,0.0462,0.792,0,0.257,0.319,159.246,RnB
0.476,0.407,4,-9.239,0,0.0368,0.247,0,0.144,0.226,178.258,RnB
0.548,0.554,9,-6.408,1,0.0587,0.283,0,0.0708,0.382,159.836,RnB
0.749,0.495,2,-8.456,1,0.0332,0.0584,0,0.201,0.645,126.12,RnB
0.673,0.628,9,-5.192,1,0.0683,0.0819,0,0.0812,0.708,180.214,RnB
0.836,0.493,11,-7.011,0,0.13,0.0414,0,0.0852,0.781,122.049,RnB
0.708,0.426,0,-5.847,1,0.0446,0.117,0,0.201,0.472,123.316,RnB
0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,RnB
0.92,0.553,6,-5.068,1,0.191,0.236,0,0.0767,0.947,112.022,RnB
0.686,0.347,1,-14.721,0,0.0535,0.208,0,0.1,0.715,140.037,RnB
0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,RnB
0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,RnB
0.701,0.669,1,-5.265,1,0.107,0.271,0,0.158,0.446,166.132,RnB
0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,147.974,RnB
0.412,0.876,5,-6.008,0,0.47,0.102,0,0.297,0.703,130.159,RnB
0.732,0.549,0,-4.194,1,0.0312,0.163,6.01E-05,0.122,0.479,131.006,RnB
0.587,0.648,0,-6.954,1,0.089,0.0279,0,0.962,0.37,119.888,RnB
0.674,0.729,11,-4.905,0,0.0439,0.206,3.51E-06,0.369,0.602,185.97,RnB
0.696,0.448,6,-7.258,0,0.0548,0.0824,0,0.111,0.157,124.928,RnB
0.664,0.754,3,-7.83,1,0.0255,0.0464,0.0488,0.116,0.587,166.052,RnB
0.763,0.786,7,-7.582,1,0.0274,0.172,0.39,0.163,0.83,125.079,RnB
0.662,0.81,7,-4.279,0,0.195,0.125,0,0.221,0.649,212.008,RnB
0.773,0.519,9,-8.741,1,0.0565,0.017,0.000266,0.213,0.749,209.996,RnB
0.763,0.657,8,-7.47,1,0.0594,0.0453,1.96E-06,0.037,0.519,186.058,RnB
0.519,0.955,1,-5.746,1,0.436,0.249,0,0.13,0.625,164.48,RnB
0.777,0.829,6,-6.905,0,0.268,0.245,0,0.207,0.835,175.996,RnB
0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,168.076,RnB
0.575,0.589,7,-4.943,1,0.0601,0.136,0,0.0903,0.376,173.962,RnB
0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562,RnB
0.859,0.502,2,-9.809,1,0.0575,0.0227,0.00286,0.0646,0.876,202.608,RnB
0.767,0.551,0,-7.328,1,0.0616,3.64E-03,0,0.0451,0.796,201.808,RnB
0.66,0.623,7,-7.321,0,0.152,0.0851,0,0.0841,0.736,179.993,RnB
0.711,0.867,4,-4.852,0,0.168,0.0372,0,0.122,0.363,213.998,RnB
0.634,0.716,2,-6.502,1,0.128,0.0341,0.00E+00,0.0877,0.619,182.078,RnB
0.789,0.753,4,-7.395,0,0.0324,0.106,4.08E-05,0.298,0.81,110.544,RnB
0.655,0.751,2,-5.451,1,0.129,0.000542,0,0.136,0.319,168.976,RnB
0.637,0.618,2,-6.826,1,0.137,0.62,3.38E-06,0.177,0.474,175.804,RnB
0.71,0.797,4,-3.006,0,0.0582,0.408,0,0.16,0.849,189.996,RnB
0.509,0.72,1,-6.935,1,0.0682,0.196,0,0.284,0.505,130.063,RnB
0.684,0.455,5,-8.216,1,0.0307,0.215,1.08E-06,0.263,0.487,195.912,RnB
0.647,0.478,8,-8.837,1,0.0782,0.547,2.69E-05,0.156,0.333,135.877,RnB
0.412,0.667,6,-6.997,1,0.229,0.195,0,0.305,0.533,137.884,RnB
0.488,0.529,11,-10.176,1,0.255,0.00249,2.26E-03,0.413,0.196,126.186,RnB
0.738,0.583,5,-7.996,0,0.0506,0.188,0.0215,0.0835,0.493,190.126,RnB
0.341,0.664,11,-5.075,1,0.0737,0.467,0,0.185,0.64,172.89,RnB
0.924,0.787,11,-3.611,0,0.0526,0.0366,0.00047,0.09,0.592,123.017,RnB
0.771,0.674,7,-5.136,1,0.266,0.171,0,0.096,0.686,125.01,RnB
0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,165.528,RnB
0.338,0.639,11,-6.94,1,0.2,0.0234,2.83E-06,0.435,0.513,185.328,RnB
0.51,0.601,7,-4.629,1,0.103,0.000345,0,0.141,0.38,133.151,RnB
0.577,0.601,2,-8.312,1,0.142,0.0502,0.00E+00,0.255,0.564,152.097,RnB
0.856,0.429,11,-6.964,1,0.0586,0.195,6.66E-06,0.0453,0.51,116.073,RnB
0.408,0.754,9,-4.782,1,0.094,0.243,0,0.322,0.71,157.53,RnB
0.797,0.634,0,-7.137,1,0.181,0.188,0,0.0989,0.538,196.07,RnB
0.704,0.524,3,-4.404,1,0.0294,0.647,0,0.228,0.37,112.019,RnB
0.527,0.631,7,-5.442,0,0.198,0.0401,0,0.0801,0.348,116.405,RnB
0.758,0.52,7,-8.792,1,0.146,0.0857,0,0.111,0.413,166.042,RnB
0.64,0.719,1,-6.041,1,0.0458,0.0481,0,0.072,0.611,149.918,RnB
0.58,0.66,6,-7.405,0,0.0429,0.0166,0,0.174,0.411,123.801,RnB
0.733,0.44,5,-4.804,1,0.0522,0.454,1.15E-06,0.0871,0.592,140.01,RnB
0.571,0.625,1,-8.444,1,0.178,0.0144,1.62E-06,0.0764,0.317,160.055,RnB
0.826,0.696,5,-6.095,0,0.188,0.0314,0,0.0732,0.572,172.018,RnB
0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.96,200,RnB
0.426,0.612,1,-6.359,0,0.0567,0.12,0,0.119,0.106,172.171,RnB
0.853,0.811,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,RnB
0.648,0.801,5,-7.24,0,0.167,0.154,0,0.339,0.807,157.892,RnB
0.8,0.502,1,-6.062,1,0.0371,0.00167,0,0.0784,0.388,115.091,RnB
0.702,0.585,6,-7.617,0,0.0446,0.0465,1.78E-06,0.143,0.553,186.006,RnB
0.473,0.371,4,-10.219,0,0.0405,0.795,0,0.109,0.413,150.416,RnB
0.735,0.453,8,-8.264,0,0.0602,0.413,0,0.104,0.335,115.002,RnB
0.61,0.725,8,-5.131,1,0.15,0.367,0,0.154,0.291,146.163,RnB
0.506,0.412,7,-5.64,1,0.137,0.667,0,0.0983,0.195,173.115,RnB
0.524,0.364,7,-10.209,1,0.0367,8.08E-01,0,0.1,0.436,150.48,RnB
0.595,0.419,2,-8.122,0,0.276,0.694,0,0.12,0.33,120.14,RnB
0.658,0.294,4,-8.533,0,0.0321,0.422,5.20E-05,0.0749,0.358,148.076,RnB
0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,RnB
0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43E-06,0.087,0.0589,169.974,RnB
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,193.984,RnB
0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,180.09,RnB
0.574,0.123,1,-13.959,1,0.196,0.894,0.00111,0.118,0.117,115.431,RnB
0.584,0.713,1,-4.668,0,0.0944,0.142,0,0.18,0.32,200.628,RnB
0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,159.764,RnB
0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,193.926,RnB
0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,209.084,RnB
0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,136.382,RnB
0.514,0.506,10,-7.095,0,0.28,0.402,2.56E-05,0.191,0.312,176.088,RnB
0.728,0.547,10,-5.165,0,0.0566,0.764,4.37E-05,0.0886,0.535,147.897,RnB
0.574,0.587,2,-6.565,0,0.066,0.0665,0,0.467,0.353,132.091,RnB
0.708,0.612,5,-6.379,0,0.122,0.0381,0,0.277,0.263,139.913,RnB
0.657,0.711,0,-5.355,1,0.374,0.0135,0,0.221,0.368,173.914,RnB
0.578,0.588,0,-4.92,0,0.255,0.415,0,0.114,0.3,158.348,RnB
0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,190.22,RnB
0.35,0.315,3,-9.753,1,0.064,0.916,2.82E-06,0.0959,0.427,176.898,RnB
0.48,0.309,2,-10.238,0,0.225,0.874,1.28E-06,0.101,0.131,198.272,RnB
0.369,0.609,9,-4.477,0,0.184,0.259,4.10E-05,0.133,0.381,160.724,RnB
0.512,0.184,9,-8.812,0,0.0587,0.866,0,0.284,0.37,171.64,RnB
0.692,0.57,7,-8.077,1,0.185,0.666,0,0.107,0.309,183.834,RnB
0.583,0.677,4,-10.21,0,0.439,0.47,0.193,0.43,0.495,176.119,RnB
0.508,0.729,11,-5.712,0,0.0443,0.0681,0,0.1,0.412,183.812,RnB
0.476,0.546,7,-7.137,0,0.252,0.653,9.02E-06,0.0895,0.646,148.424,RnB
